,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
3103,2468,2008-03-10,An American Carol,20000000,7022183,7013191,2000
3104,2482,2008-03-10,Flash of Genius,20000000,4504111,4442377,2000
3105,3176,2008-03-10,Rachel Getting Married,12000000,17475475,12796861,2000
3106,3335,2008-03-10,Nick and Norah's Infinite Playlist,10000000,33886017,31487293,2000
3107,445,2008-03-14,Horton Hears a Who,85000000,299477886,154529439,2000
3108,1652,2008-03-14,Doomsday,33000000,21621188,11008770,2000
3109,2293,2008-03-14,Never Back Down,21000000,39319801,24850922,2000
3110,2922,2008-03-14,Funny Games,15000000,8200127,1294640,2000
3111,4685,2008-03-19,La misma luna,1700000,23271741,12590147,2000
3112,1366,2008-03-21,Drillbit Taylor,40000000,49686263,32862104,2000
3113,2349,2008-03-21,Meet the Browns,20000000,41975388,41975388,2000
3114,3611,2008-03-21,Shutter,8000000,47782426,25928550,2000
3115,4406,2008-03-21,The Grand,3000000,115879,115879,2000
3116,4972,2008-03-21,The Hammer,850000,442638,442638,2000
3117,1522,2008-03-28,21,35000000,159846429,81159365,2000
3118,1574,2008-03-28,Superhero Movie,35000000,73026302,26638520,2000
3119,2123,2008-03-28,Stop-Loss,25000000,11229035,10915744,2000
3120,3408,2008-03-28,"Run, Fatboy, Run",10000000,33512260,6003262,2000
3121,5198,2008-03-28,Happy Valley,250000,67665,67665,2000
3122,2384,2008-04-01,One Missed Call,20000000,44513466,26890041,2000
3123,890,2008-04-04,Leatherheads,58000000,41348628,31373938,2000
3124,1482,2008-04-04,Nim's Island,37000000,101857425,48006762,2000
3125,2097,2008-04-04,The Ruins,25000000,22910563,17432844,2000
3126,3442,2008-04-04,My Blueberry Nights,10000000,22198996,866778,2000
3127,4860,2008-04-04,Shine a Light,1000000,16173879,5505267,2000
3128,280,2008-04-07,Astérix aux Jeux Olympiques,113500000,132999811,999811,2000
3129,2562,2008-04-07,Ne le dis à personne,18500000,33954018,6198883,2000
3130,4416,2008-04-15,à L'Intérieur,3000000,895932,0,2000
3131,939,2008-04-18,The Forbidden Kingdom,55000000,129075270,52075270,2000
3132,1742,2008-04-18,Forgetting Sarah Marshall,30000000,105173042,63172463,2000
3133,1820,2008-04-18,88 Minutes,30000000,32955399,16930884,2000
3134,3213,2008-04-18,Life Before Her Eyes,12000000,7203439,303439,2000
3135,3657,2008-04-18,Pathology,8000000,3270974,109045,2000
3136,5076,2008-04-18,Kiss the Bride,500000,32033,32033,2000
3137,1745,2008-04-25,Baby Mama,30000000,64170447,60494212,2000
3138,2137,2008-04-25,Deception,25000000,12850033,4598506,2000
3139,2224,2008-04-25,Rogue,23000000,4673377,10452,2000
3140,3141,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,12000000,43353117,38108728,2000
3141,4060,2008-04-25,Standard Operating Procedure,5000000,332120,228830,2000
3142,1218,2008-05-09,Bangkok Dangerous,45000000,46598133,15298133,2000
3143,3894,2008-05-09,"Surfer, Dude",6000000,36497,36497,2000
3144,1612,2008-05-12,Punisher: War Zone,35000000,10157534,8050977,2000
3145,1872,2008-05-12,Frost/Nixon,29000000,28452945,18622031,2000
3146,3183,2008-05-12,Cadillac Records,12000000,8942516,8195551,2000
3147,25,2008-05-16,The Chronicles of Narnia: Prince Caspian,225000000,417341288,141621490,2000
3148,68,2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786558145,317023851,2000
3149,2496,2008-05-23,The Children of Huang Shi,20000000,8221700,1031872,2000
3150,3446,2008-05-23,"War, Inc.",10000000,1299855,580862,2000
3151,4111,2008-05-28,Savage Grace,4600000,968805,434417,2000
3152,894,2008-05-30,Sex and the City,57500000,415247258,152647258,2000
3153,3515,2008-05-30,The Strangers,9000000,83051676,52597610,2000
3154,4067,2008-05-30,Stuck,5000000,67505,67505,2000
3155,214,2008-06-06,Kung Fu Panda,130000000,631910531,215434591,2000
3156,408,2008-06-06,You Don't Mess With the Zohan,90000000,202910991,100018837,2000
3157,2627,2008-06-06,Mongol,18000000,27147349,5705761,2000
3158,3645,2008-06-06,And When Did You Last See Your Father?,8000000,2476491,1071240,2000
3159,1943,2008-06-08,The Sisterhood of the Traveling Pants 2,27000000,44270131,44089964,2000
3160,1971,2008-06-08,The Pineapple Express,26000000,102404019,87341380,2000
3161,4039,2008-06-08,Bottle Shock,5000000,4815890,4078607,2000
3162,196,2008-06-13,The Incredible Hulk,137500000,263417913,134806913,2000
3163,810,2008-06-13,The Happening,60000000,162778384,64506874,2000
3164,5242,2008-06-13,Baghead,200000,140016,140016,2000
3165,498,2008-06-20,Get Smart,80000000,226739416,130319208,2000
3166,766,2008-06-20,The Love Guru,62000000,40123346,32200122,2000
3167,3364,2008-06-20,Kit Kittredge: An American Girl,10000000,17657973,17657973,2000
3168,4487,2008-06-20,Brick Lane,2500000,3838486,1094998,2000
3169,75,2008-06-27,WALL-E,180000000,532590994,223808164,2000
3170,582,2008-06-27,Wanted,75000000,342416460,134508551,2000
3171,315,2008-07-03,"10,000 B.C.",105000000,269065678,94784201,2000
3172,2379,2008-07-03,The Bank Job,20000000,66143005,30060660,2000
3173,2505,2008-07-03,長江七號 (CJ7),20000000,47300771,206678,2000
3174,3205,2008-07-03,Married Life,12000000,2975188,1506998,2000
3175,4731,2008-07-03,Snow Angels,1500000,414404,402858,2000
3176,4532,2008-07-10,Jack Brooks: Monster Slayer,2150000,0,0,2000
3177,149,2008-07-11,Madagascar: Escape 2 Africa,150000000,599516844,180010950,2000
3178,1408,2008-07-11,Soul Men,40000000,12345883,12082391,2000
3179,1889,2008-07-11,Role Models,28000000,94500826,67300955,2000
3180,3104,2008-07-11,The Boy in the Striped Pajamas,12500000,44083403,9046156,2000
3181,3585,2008-07-11,Repo! The Genetic Opera,8500000,198883,140244,2000
3182,67,2008-07-18,The Dark Knight,185000000,1002572859,533345358,2000
3183,988,2008-07-18,Mamma Mia!,52000000,615748877,144130063,2000
3184,1486,2008-07-18,Space Chimps,37000000,67029956,30105968,2000
3185,2919,2008-07-18,Transsiberian,15000000,6379575,2203641,2000
3186,5348,2008-07-18,The Legend of God's Gun,30000,243768,243768,2000
3187,719,2008-07-25,Step Brothers,65000000,128468793,100468793,2000
3188,1585,2008-07-25,The X-Files: I Want to Believe,35000000,68170792,20982478,2000
3189,2771,2008-07-25,Bienvenue chez les Ch'tis,16000000,247474497,1477650,2000
3190,4650,2008-07-25,Man on Wire,1900000,5617067,2962242,2000
3191,3477,2008-08-01,White Noise 2: The Light,10000000,8243567,0,2000
3192,623,2008-08-02,Fool's Gold,72500000,109362966,70231041,2000
3193,1931,2008-08-02,Welcome Home Roscoe Jenkins,27500000,43607627,42436517,2000
3194,2902,2008-08-02,In Bruges,15000000,34533783,7800825,2000
3195,2650,2008-08-04,Day of the Dead,18000000,0,0,2000
3196,2628,2008-08-10,RocknRolla,18000000,27794339,5700626,2000
3197,405,2008-08-13,Tropic Thunder,90000000,191091250,110461307,2000
3198,5380,2008-08-14,The Rise and Fall of Miss Thang,10000,401,401,2000
3199,1567,2008-08-15,Mirrors,35000000,77220596,30691439,2000
3200,2109,2008-08-15,Fly Me To the Moon,25000000,43530281,14543943,2000
3201,2744,2008-08-15,Vicky Cristina Barcelona,16000000,104504817,23216709,2000
3202,3569,2008-08-15,Star Wars: The Clone Wars,8500000,68695443,35161554,2000
3203,2905,2008-08-20,The Rocker,15000000,8767338,6409528,2000
3204,741,2008-08-22,Death Race,65000000,72516819,36316032,2000
3205,2043,2008-08-22,The House Bunny,25000000,71390601,48237389,2000
3206,2217,2008-08-22,The Longshots,23000000,11778396,11511323,2000
3207,3536,2008-08-22,Hamlet 2,9000000,4934104,4886216,2000
3208,1472,2008-08-26,Virgin Territory,38000000,5473041,0,2000
3209,4241,2008-08-26,Purple Violets,4000000,0,0,2000
3210,2251,2008-08-27,Traitor,22000000,27882226,23530831,2000
3211,1208,2008-08-29,Babylon A.D.,45000000,70216497,22532572,2000
3212,2430,2008-08-29,Disaster Movie,20000000,36720752,14190901,2000
3213,3866,2008-08-29,College,6000000,6176114,4694491,2000
3214,4092,2008-08-29,Obsluhoval jsem anglického krále,4900000,7174984,617228,2000
3215,268,2008-09-05,Speed Racer,120000000,93394462,43945766,2000
3216,1523,2008-09-05,What Happens in Vegas...,35000000,218535708,80277646,2000
3217,5116,2008-09-05,Poultrygeist: Night of the Chicken Dead,450000,22623,13804,2000
3218,1952,2008-09-19,The Duchess,27000000,45160110,13848978,2000
3219,2256,2008-09-19,Igor,22000000,31013349,19528602,2000
3220,2352,2008-09-19,Lakeview Terrace,20000000,44821299,39263506,2000
3221,2403,2008-09-19,Appaloosa,20000000,27911453,20211394,2000
3222,2407,2008-09-19,My Best Friend's Girl,20000000,34787111,19219250,2000
3223,2438,2008-09-19,Ghost Town,20000000,29843245,13252641,2000
3224,3799,2008-09-19,Tropa de Elite,6537890,14319195,8744,2000
3225,508,2008-09-26,Eagle Eye,80000000,178066569,101440743,2000
3226,1224,2008-09-26,Miracle at St. Anna,45000000,9676497,7916887,2000
3227,3012,2008-09-26,The Lucky Ones,14000000,266967,266967,2000
3228,4306,2008-09-26,Choke,3400000,4124277,2926565,2000
3229,5048,2008-09-26,Fireproof,500000,33473297,33456317,2000
3230,699,2008-10-10,Body of Lies,67500000,118556530,39394666,2000
3231,1469,2008-10-10,City of Ember,38000000,17830244,7871693,2000
3232,1475,2008-10-10,The Express,37500000,9813309,9793406,2000
3233,3146,2008-10-10,Quarantine,12000000,41924774,31691811,2000
3234,5239,2008-10-10,Call+Response,200000,212989,212989,2000
3235,5245,2008-10-10,Good Dick,200000,52443,28835,2000
3236,1659,2008-10-12,The Reader,32500000,112964875,34194407,2000
3237,5161,2008-10-12,Wendy and Lucy,300000,1416046,865695,2000
3238,4628,2008-10-14,No Man's Land: The Rise of Reeker,2000000,0,0,2000
3239,1549,2008-10-17,Max Payne,35000000,85761789,40687294,2000
3240,1962,2008-10-17,What Just Happened,27000000,2412123,1090947,2000
3241,2005,2008-10-17,W.,25100000,28575778,25534493,2000
3242,2548,2008-10-17,Sex Drive,19000000,10412485,8402485,2000
3243,3254,2008-10-17,The Secret Life of Bees,11000000,39984023,37770162,2000
3244,5207,2008-10-21,Sunday School Musical,250000,0,0,2000
3245,947,2008-10-24,Changeling,55000000,113805580,35739802,2000
3246,1823,2008-10-24,Pride and Glory,30000000,43440721,15740721,2000
3247,2481,2008-10-24,Passchendaele,20000000,4453327,4452423,2000
3248,2486,2008-10-24,"Synecdoche, New York",20000000,4383538,3083538,2000
3249,3243,2008-10-24,High School Musical 3: Senior Year,11000000,274392880,90559416,2000
3250,3286,2008-10-24,Saw V,10800000,118209778,56746769,2000
3251,4123,2008-10-24,Låt den rätte komma in,4500000,12247682,2122085,2000
3252,4604,2008-10-24,Roadside Romeo,2000000,2046090,55202,2000
3253,5128,2008-10-24,Heroes,400000,655538,655538,2000
3254,2178,2008-10-31,Zack and Miri Make a Porno,24000000,36856306,31457946,2000
3255,4007,2008-10-31,The Haunting of Molly Hartley,5000000,15318257,13442412,2000
3256,4494,2008-10-31,The Other End of the Line,2500000,507446,115504,2000
3257,4615,2008-10-31,Eden Lake,2000000,4294373,7321,2000
3258,4737,2008-10-31,My Name is Bruce,1500000,173066,173066,2000
3259,5223,2008-10-31,Little Big Top,240000,7484,7484,2000
3260,876,2008-11-01,In the Name of the King: A Dungeon Siege Tale,60000000,13233220,4775656,2000
3261,2877,2008-11-01,The Pirates Who Don't Do Anything: A VeggieTales Movie,15000000,13248444,12981269,2000
3262,3786,2008-11-03,Stargate - The Ark of Truth,7000000,0,0,2000
3263,2386,2008-11-04,Street Kings,20000000,65454793,26415649,2000
3264,2582,2008-11-04,Prom Night,18000000,57193655,43869350,2000
3265,4187,2008-11-04,The Visitor,4000000,19174817,9427026,2000
3266,481,2008-11-07,Hellboy II: The Golden Army,82500000,160388063,75986503,2000
3267,872,2008-11-07,Meet Dave,60000000,50648806,11803254,2000
3268,1165,2008-11-07,Journey to the Center of the Earth,45000000,243180937,101704370,2000
3269,4308,2008-11-07,August,3400000,12636,12636,2000
3270,21,2008-11-14,Quantum of Solace,230000000,591692078,169368427,2000
3271,4492,2008-11-14,Fuel,2500000,174255,174255,2000
3272,161,2008-11-21,Bolt,150000000,328015209,114053759,2000
3273,1476,2008-11-21,Twilight,37000000,402280159,192769854,2000
3274,4917,2008-11-21,Special,1000000,26822,7202,2000
3275,225,2008-11-26,Australia,130000000,215080810,49554002,2000
3276,502,2008-11-26,Four Christmases,80000000,168311558,120146040,2000
3277,2374,2008-11-26,Milk,20000000,57293371,31841299,2000
3278,841,2008-12-09,Righteous Kill,60000000,78481410,40081410,2000
3279,1481,2008-12-09,Burn After Reading,37000000,168167798,60355347,2000
3280,2742,2008-12-09,The Women,16000000,50103808,26902075,2000
3281,2960,2008-12-11,Slumdog Millionaire,14000000,384519665,141319928,2000
3282,519,2008-12-12,The Day the Earth Stood Still,80000000,233066978,79366978,2000
3283,893,2008-12-12,"Che, El Ar the Argentine",58000000,30118557,293708,2000
3284,1425,2008-12-12,Delgo,40000000,915840,915840,2000
3285,2011,2008-12-12,Gran Torino,25000000,274543085,148095302,2000
3286,2369,2008-12-12,Doubt,20000000,53191101,33446470,2000
3287,3785,2008-12-12,The Kings of Appletown,7000000,0,0,2000
3288,4463,2008-12-12,Los Cronocrímenes,2600000,564474,39127,2000
3289,3838,2008-12-17,The Wrestler,6000000,46634275,26238243,2000
3290,824,2008-12-19,The Tale of Despereaux,60000000,90482317,50877145,2000
3291,972,2008-12-19,Seven Pounds,54000000,166617328,69951824,2000
3292,1018,2008-12-19,Yes Man,50000000,225990976,97690976,2000
3293,122,2008-12-25,The Curious Case of Benjamin Button,160000000,329809326,127509326,2000
3294,413,2008-12-25,Valkyrie,90000000,203902107,83077762,2000
3295,504,2008-12-25,Bedtime Stories,80000000,221468935,110101975,2000
3296,777,2008-12-25,Marley & Me,60000000,247812011,143153751,2000
3297,865,2008-12-25,The Spirit,60000000,39006188,19806188,2000
3298,4577,2008-12-25,Waltz with Bashir,2000000,13912289,2283849,2000
3299,1207,2008-12-26,Revolutionary Road,45000000,79564960,22911480,2000
3300,1631,2008-12-31,Black Water Transit,35000000,0,0,2000
3301,2510,2008-12-31,Koltchak,20000000,38585047,0,2000
3302,2648,2008-12-31,I Come with the Rain,18000000,627422,0,2000
3303,2774,2008-12-31,Good,16000000,31631,31631,2000
3304,2943,2008-12-31,Bathory,15000000,3436763,0,2000
3305,3018,2008-12-31,Ca$h,13700000,11738256,0,2000
3306,3940,2008-12-31,Animals,5500000,0,0,2000
3307,4075,2008-12-31,The Cottage,5000000,1504960,0,2000
3308,4453,2008-12-31,Rejsen til Saturn,2700000,5377665,0,2000
3309,4466,2008-12-31,Silver Medalist,2600000,0,0,2000
3310,4529,2008-12-31,Impact Point,2200000,0,0,2000
3311,4813,2008-12-31,Extreme Movie,1200000,81338,0,2000
3312,4933,2008-12-31,Steppin: The Movie,1000000,0,0,2000
3313,4975,2008-12-31,Harrison Montgomery,850000,0,0,2000
3314,150,2009-01-05,X-Men Origins: Wolverine,150000000,374825760,179883157,2000
3315,322,2009-01-07,Public Enemies,102500000,212282709,97104620,2000
3316,399,2009-01-07,Ice Age: Dawn of the Dinosaurs,90000000,859701857,196573705,2000
3317,4928,2009-01-12,Frat Party,1000000,0,0,2000
3318,1079,2009-01-16,Defiance,50000000,52987754,28644813,2000
3319,1526,2009-01-16,Hotel for Dogs,35000000,122213085,73034460,2000
3320,1966,2009-01-16,Paul Blart: Mall Cop,26000000,185904750,146336178,2000
3321,2540,2009-01-16,Notorious,19000000,45005151,36843682,2000
3322,2966,2009-01-16,My Bloody Valentine,14000000,102836002,51545952,2000
3323,867,2009-01-23,Inkheart,60000000,66655938,17303424,2000
3324,1116,2009-01-23,Outlander,50000000,1250617,166003,2000
3325,1545,2009-01-23,Underworld 3: Rise of the Lycans,35000000,89102315,45802315,2000
3326,5003,2009-01-23,Donkey Punch,750000,814801,19367,2000
3327,2012,2009-01-30,Taken,25000000,226941585,145000989,2000
3328,3622,2009-01-30,New in Town,8000000,29937909,16734283,2000
3329,4319,2009-01-30,Entre les murs,3250000,34114067,3766810,2000
3330,2195,2009-02-10,Zombieland,23600000,102236596,75590286,2000
3331,2560,2009-02-10,The Invention of Lying,18500000,32679264,18451251,2000
3332,2876,2009-02-10,Whip It,15000000,18856151,13043363,2000
3333,3739,2009-02-10,A Serious Man,7000000,30360570,9228788,2000
3334,1087,2009-02-13,The International,50000000,53850527,25450527,2000
3335,2673,2009-02-13,Friday the 13th,17000000,92670237,65002019,2000
3336,3197,2009-02-13,Two Lovers,12000000,16349034,3149034,2000
3337,3826,2009-02-13,Gomorra,6200000,37339594,1579146,2000
3338,4077,2009-02-17,Dead Like Me: Life After Death,5000000,0,0,2000
3339,2417,2009-02-20,Fired Up,20000000,18608570,17231291,2000
3340,2657,2009-02-20,Madea Goes To Jail,17500000,90508336,90508336,2000
3341,1110,2009-02-27,Street Fighter: The Legend of Chun-Li,50000000,12335036,9135036,2000
3342,5081,2009-02-27,Scott Walker: 30 Century Man,500000,77121,6840,2000
3343,444,2009-03-04,Fast & Furious,85000000,363064265,155064265,2000
3344,3492,2009-03-04,Adventureland,9800000,17553055,16044025,2000
3345,1035,2009-03-13,Race to Witch Mountain,50000000,105103783,67172594,2000
3346,2836,2009-03-13,The Last House on the Left,15000000,46526243,32752215,2000
3347,3869,2009-03-13,Miss March,6000000,4713059,4543320,2000
3348,4013,2009-03-13,Sunshine Cleaning,5000000,17329337,12062558,2000
3349,840,2009-03-20,Duplicity,60000000,81079566,40572825,2000
3350,1027,2009-03-20,Knowing,50000000,186450317,79957634,2000
3351,1313,2009-03-20,"I Love You, Man",40000000,91729503,71440011,2000
3352,4609,2009-03-20,Super Capers,2000000,30955,30955,2000
3353,88,2009-03-27,Monsters vs. Aliens,175000000,381687380,198351526,2000
3354,2444,2009-03-27,12 Rounds,20000000,17306648,12234694,2000
3355,1096,2009-04-09,Gamer,50000000,42002029,20534907,2000
3356,2833,2009-04-09,All About Steve,15000000,40127259,33862903,2000
3357,3683,2009-04-09,Extract,7500000,10849158,10823158,2000
3358,1727,2009-04-12,Up in the Air,30000000,166842739,83823381,2000
3359,1987,2009-04-12,Brothers,26000000,45043870,28544157,2000
3360,2421,2009-04-12,Armored,20000000,23661038,15988876,2000
3361,2455,2009-04-12,Everybody's Fine,20000000,9208876,9208876,2000
3362,4152,2009-04-12,Paa,4300000,9791282,199228,2000
3363,843,2009-04-17,State of Play,60000000,88832210,37017955,2000
3364,1320,2009-04-17,17 Again,40000000,139474906,64167069,2000
3365,2433,2009-04-17,Crank 2: High Voltage,20000000,35472739,13684249,2000
3366,4496,2009-04-17,Sleep Dealer,2500000,108907,80136,2000
3367,1145,2009-04-22,Earth,47000000,116773317,32011576,2000
3368,5078,2009-04-23,Home,500000,44793168,15433,2000
3369,852,2009-04-24,The Soloist,60000000,38389024,31720158,2000
3370,2329,2009-04-24,Obsessed,20000000,73964713,68261644,2000
3371,2644,2009-04-24,The Informers,18000000,315000,315000,2000
3372,354,2009-05-06,Land of the Lost,100000000,69548641,49438370,2000
3373,1508,2009-05-06,The Hangover,35000000,465764086,277322503,2000
3374,2298,2009-05-06,Away We Go,21000000,10108016,9451946,2000
3375,2699,2009-05-06,My Life in Ruins,17000000,20465206,8665206,2000
3376,3226,2009-05-06,Home,12000000,1620056,0,2000
3377,156,2009-05-15,Angels & Demons,150000000,490875846,133375846,2000
3378,2485,2009-05-15,The Brothers Bloom,20000000,5531756,3531756,2000
3379,53,2009-05-21,Terminator Salvation,200000000,365491792,125322469,2000
3380,151,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000,402231063,177243721,2000
3381,2081,2009-05-22,Dance Flick,25000000,32092761,25662155,2000
3382,3006,2009-05-22,Easy Virtue,14000000,20537741,2656784,2000
3383,4771,2009-05-22,The Girlfriend Experience,1300000,1005840,695840,2000
3384,3484,2009-05-26,The Devil's Tomb,10000000,0,0,2000
3385,86,2009-05-29,Up,175000000,731542621,293004164,2000
3386,1772,2009-05-29,Drag Me To Hell,30000000,91388487,42100625,2000
3387,3067,2009-05-29,Män som hatar kvinnor,13000000,109421911,12749992,2000
3388,4744,2009-05-29,Pontypool,1500000,31916,3865,2000
3389,805,2009-06-02,Coraline,60000000,126037057,75286229,2000
3390,1294,2009-06-02,He's Just Not That Into You,40000000,181053657,93953653,2000
3391,1460,2009-06-02,Push,38000000,44411527,31811527,2000
3392,3879,2009-06-02,Polytechnique,6000000,1418304,1418304,2000
3393,194,2009-06-03,Watchmen,138000000,184068357,107509799,2000
3394,5277,2009-06-10,A Charlie Brown Christmas,150000,0,0,2000
3395,63,2009-06-11,Disney's A Christmas Carol,190000000,315709697,137855863,2000
3396,2105,2009-06-11,The Box,25000000,26341896,15051977,2000
3397,2177,2009-06-11,The Men Who Stare at Goats,24000000,67348218,32428195,2000
3398,3317,2009-06-11,Precious (Based on the Novel Push by Sapphire),10000000,68722848,47566524,2000
3399,3349,2009-06-11,The Fourth Kind,10000000,49486874,26218170,2000
3400,835,2009-06-19,Year One,60000000,57604723,43337279,2000
3401,1280,2009-06-19,The Proposal,40000000,314709717,163958031,2000
3402,2907,2009-06-19,Whatever Works,15000000,35106706,5306706,2000
3403,4989,2009-06-19,Dod sno,800000,2194020,46742,2000
3404,2712,2009-06-23,Chasseurs de dragons,17000000,13446115,0,2000
3405,30,2009-06-24,Transformers: Revenge of the Fallen,210000000,836519699,402111870,2000
3406,1930,2009-06-26,My Sister's Keeper,27500000,96673002,49200230,2000
3407,2222,2009-06-26,Chéri,23000000,2715657,2715657,2000
3408,2868,2009-06-26,The Hurt Locker,15000000,49894223,17017811,2000
3409,4292,2009-06-26,Surveillance,3500000,1396395,27349,2000
3410,4294,2009-06-30,The Betrayed,3500000,0,0,2000
3411,3224,2009-07-04,1612,12000000,5400624,0,2000
3412,4833,2009-07-04,Faith Like Potatoes,1100000,0,0,2000
3413,5006,2009-07-04,Bled,750000,0,0,2000
3414,4074,2009-07-07,Flying By,5000000,4568257,0,2000
3415,89,2009-07-08,G.I. Joe: The Rise of Cobra,175000000,302469017,150201498,2000
3416,1293,2009-07-08,Julie & Julia,40000000,126646119,94125426,2000
3417,2985,2009-07-08,A Perfect Getaway,14000000,22815460,15515460,2000
3418,3220,2009-07-11,Nanjing! Nanjing!,12000000,20122558,122558,2000
3419,4537,2009-07-14,[Rec],2100000,23266821,0,2000
3420,14,2009-07-15,Harry Potter and the Half-Blood Prince,250000000,935083686,301959197,2000
3421,4931,2009-07-17,The Poker House,1000000,0,0,2000
3422,160,2009-07-24,G-Force,150000000,292817841,119436770,2000
3423,1446,2009-07-24,The Ugly Truth,38000000,205298907,88915214,2000
3424,2350,2009-07-24,Orphan,20000000,78769428,41596251,2000
3425,4325,2009-07-29,Adam,3200000,2828590,2277396,2000
3426,624,2009-07-31,Funny People,72500000,71880305,51855045,2000
3427,1205,2009-07-31,Aliens in the Attic,45000000,59551283,25200412,2000
3428,3553,2009-07-31,Flammen og Citronen,9000000,1635241,148089,2000
3429,4365,2009-07-31,The Collector,3000000,10473836,7712114,2000
3430,181,2009-08-05,Star Trek,140000000,385680446,257730019,2000
3431,3892,2009-08-05,Julia,6000000,1365108,65108,2000
3432,4217,2009-08-05,Adoration,4000000,384244,294244,2000
3433,4358,2009-08-05,Next Day Air,3000000,10172519,10027047,2000
3434,1436,2009-08-14,The Time Traveler's Wife,39000000,102332135,63414846,2000
3435,1637,2009-08-14,Gake no ue no Ponyo,34000000,205312666,15090399,2000
3436,1714,2009-08-14,District 9,30000000,212453431,115646235,2000
3437,2477,2009-08-14,Bandslam,20000000,12967829,5210988,2000
3438,3376,2009-08-14,"The Goods: Live Hard, Sell Hard",10000000,15297318,15122676,2000
3439,4071,2009-08-14,Grace,5000000,8297,8297,2000
3440,642,2009-08-21,Inglourious Basterds,70000000,316915264,120774594,2000
3441,2401,2009-08-21,Shorts,20000000,29870801,20919166,2000
3442,2522,2009-08-21,Der Baader Meinhof Komplex,19700000,16498827,476270,2000
3443,2906,2009-08-21,Post Grad,15000000,6561243,6380019,2000
3444,3454,2009-08-21,World's Greatest Dad,10000000,295750,221805,2000
3445,3480,2009-08-21,Fifty Dead Men Walking,10000000,997921,0,2000
3446,1876,2009-08-26,Taking Woodstock,29000000,10066366,7460204,2000
3447,1319,2009-08-28,The Final Destination,40000000,187384627,66477700,2000
3448,2835,2009-08-28,Halloween 2,15000000,38512850,33392973,2000
3449,3469,2009-08-28,The Open Road,10000000,19716,19716,2000
3450,1747,2009-09-01,Bride Wars,30000000,115150424,58715510,2000
3451,1878,2009-09-01,"Che, Part 1: The Argentine",29000000,1733532,1733532,2000
3452,2732,2009-09-01,The Unborn,16000000,78208812,42670410,2000
3453,4018,2009-09-01,Not Easily Broken,5000000,10732909,10572742,2000
3454,1793,2009-09-09,9,30000000,48559999,31749894,2000
3455,783,2009-09-10,Couples Retreat,60000000,172450423,109205660,2000
3456,3238,2009-09-10,St. Trinian’s,11400000,29830239,15000,2000
3457,3458,2009-09-10,Free Style,10000000,721108,141108,2000
3458,3682,2009-09-10,An Education,7500000,29652736,12574914,2000
3459,3823,2009-09-10,The Damned United,6400000,4199874,449865,2000
3460,4743,2009-09-10,Trucker,1500000,52429,52429,2000
3461,5224,2009-09-10,Bronson,230000,2703762,104979,2000
3462,3581,2009-09-17,Bright Star,8500000,17220091,4444637,2000
3463,335,2009-09-18,Cloudy with a Chance of Meatballs,100000000,236827677,124870275,2000
3464,2246,2009-09-18,The Informant!,22000000,41771168,33316821,2000
3465,2506,2009-09-18,The Burning Plain,20000000,1167092,200730,2000
3466,2601,2009-09-18,Love Happens,18000000,36133014,22965110,2000
3467,2749,2009-09-18,Jennifer's Body,16000000,31943401,16204793,2000
3468,4874,2009-09-18,The Secrets of Jonathan Sperry,1000000,1355079,1355079,2000
3469,3483,2009-09-22,Adam Resurrected,10000000,90909,0,2000
3470,2428,2009-09-23,Capitalism: A Love Story,20000000,19121531,14363397,2000
3471,534,2009-09-25,Surrogates,80000000,119668350,38577772,2000
3472,1411,2009-09-25,Pandorum,40000000,17033431,10330853,2000
3473,2221,2009-09-25,Coco avant Chanel,23000000,50813834,6113834,2000
3474,2602,2009-09-25,Fame,18000000,80227619,22455510,2000
3475,3762,2009-09-25,I Hope They Serve Beer in Hell,7000000,1429453,1429299,2000
3476,5110,2009-09-25,Paranormal Activity,450000,194183034,107918810,2000
3477,1729,2009-10-04,Hannah Montana the Movie,30000000,169173206,79576189,2000
3478,1835,2009-10-04,Dragonball Evolution,30000000,58228460,9362785,2000
3479,2599,2009-10-04,Observe and Report,18000000,27148898,24007324,2000
3480,5150,2009-10-04,Royal Kill,350000,0,0,2000
3481,1252,2009-10-07,Brüno,42000000,130788243,60054530,2000
3482,2614,2009-10-07,"I Love You, Beth Cooper",18000000,16382538,14800725,2000
3483,5210,2009-10-11,Ink,250000,0,0,2000
3484,344,2009-10-16,Where the Wild Things Are,100000000,99123656,77233467,2000
3485,978,2009-10-16,Law Abiding Citizen,53000000,131159781,73357727,2000
3486,2381,2009-10-16,The Stepfather,20000000,29227561,29062561,2000
3487,3472,2009-10-16,Janky Promoters,10000000,9069,9069,2000
3488,747,2009-10-23,Astro Boy,65000000,41636243,19551067,2000
3489,1402,2009-10-23,Amelia,40000000,19756077,14279575,2000
3490,1403,2009-10-23,Cirque du Freak: The Vampire's Assistant,40000000,39753957,14046595,2000
3491,2933,2009-10-23,Ong-Bak 2,15000000,7583050,102458,2000
3492,3257,2009-10-23,Saw VI,11000000,69752402,27693292,2000
3493,3465,2009-10-23,Motherhood,10000000,723388,93388,2000
