,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
4983,1128,2015-09-01,Taken 3,48000000,327656424,89256424,2010
4984,2339,2015-09-01,Selma,20000000,66776908,52076908,2010
4985,3696,2015-09-01,Black November,7500000,32572,0,2010
4986,4083,2015-09-01,Let's Kill Ward's Wife,5000000,0,0,2010
4987,4992,2015-09-01,Vessel,800000,0,0,2010
4988,169,2015-09-10,Pan,150000000,123888320,35088320,2010
4989,1816,2015-09-10,Steve Jobs,30000000,35579007,17766658,2010
4990,3221,2015-09-10,Trash,12000000,6553186,17484,2010
4991,5220,2015-09-10,Western Religion,250000,0,0,2010
4992,737,2015-09-18,Everest,65000000,221662676,43309450,2010
4993,770,2015-09-18,Maze Runner: The Scorch Trials,61000000,310697192,81697192,2010
4994,979,2015-09-18,Black Mass,53000000,98837872,62575678,2010
4995,1764,2015-09-18,Sicario,30000000,78571737,46889293,2010
4996,4575,2015-09-18,Captive,2000000,2791973,2583301,2010
4997,4812,2015-09-18,La navaja de Don Juan,1200000,4254,4254,2010
4998,490,2015-09-25,Hotel Transylvania 2,80000000,470751398,169700110,2010
4999,1307,2015-09-25,The Intern,40000000,197232734,75764672,2010
5000,4088,2015-09-25,Navy SEAL vs. Zombies,5000000,0,0,2010
5001,4858,2015-09-25,The Green Inferno,1000000,12931569,7192291,2010
5002,4745,2015-09-28,"Me, You and Five Bucks",1500000,2105,2105,2010
5003,4148,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,4400000,0,0,2010
5004,5255,2015-09-29,Theresa Is a Mother,200000,0,0,2010
5005,5316,2015-09-29,Queen Crab,75000,0,0,2010
5006,5389,2015-09-29,Signed Sealed Delivered,5000,0,0,2010
5007,5390,2015-09-29,A Plague So Pleasant,1400,0,0,2010
5008,1610,2015-09-30,The Walk,35000000,61173364,10137502,2010
5009,4943,2015-10-02,Fear Clinic,1000000,0,0,2010
5010,5097,2015-10-02,Love in the Time of Monsters,500000,0,0,2010
5011,2158,2015-10-03,Red Sky,25000000,91116,0,2010
5012,3482,2015-10-03,Jungle Shuffle,10000000,314073,0,2010
5013,4105,2015-10-03,Treading Water,4700000,0,0,2010
5014,4944,2015-10-03,The Pet,1000000,0,0,2010
5015,5094,2015-10-03,Subconscious,500000,0,0,2010
5016,5179,2015-10-03,Teeth and Blood,300000,0,0,2010
5017,1635,2015-10-04,The Longest Ride,34000000,63802928,37446117,2010
5018,3057,2015-10-04,Ex Machina,13000000,38976797,25440971,2010
5019,4220,2015-10-04,Desert Dancer,4000000,324218,155271,2010
5020,4918,2015-10-04,The Sisterhood of Night,1000000,6870,6870,2010
5021,615,2015-10-07,Minions,74000000,1167245366,336045770,2010
5022,1415,2015-10-07,Baahubali: The Beginning,40000000,26736665,6738000,2010
5023,1994,2015-10-07,Self/Less,26000000,33713827,12279691,2010
5024,3470,2015-10-07,Strangerland,10000000,161097,17472,2010
5025,5295,2015-10-07,The Gallows,100000,41753881,22764410,2010
5026,5108,2015-10-11,The Little Ponderosa Zoo,500000,0,0,2010
5027,5256,2015-10-11,Perfect Cowboy,200000,0,0,2010
5028,5312,2015-10-11,The Night Visitor,100000,0,0,2010
5029,4505,2015-10-13,8 Days,2500000,0,0,2010
5030,883,2015-10-16,Goosebumps,58000000,158905324,80069458,2010
5031,953,2015-10-16,Crimson Peak,55000000,75466595,31090320,2010
5032,1311,2015-10-16,Bridge of Spies,40000000,162610473,72313754,2010
5033,2926,2015-10-16,Nie yin niang,15000000,6832542,632542,2010
5034,3065,2015-10-16,Room,13000000,36262783,14677674,2010
5035,4679,2015-10-20,Beginners Guide to Sex,1800000,0,0,2010
5036,5151,2015-10-20,Rotor DR1,350000,0,0,2010
5037,542,2015-10-23,The Last Witch Hunter,80000000,131234406,27367660,2010
5038,3002,2015-10-23,Suffragette,14000000,34044909,4702420,2010
5039,3362,2015-10-23,Paranormal Activity: The Ghost Dimension,10000000,78096553,18297124,2010
5040,4047,2015-10-23,Jem and the Holograms,5000000,2368937,2184640,2010
5041,4622,2015-10-23,Bone Tomahawk,2000000,481525,0,2010
5042,5174,2015-10-23,The Looking Glass,300000,1711,1711,2010
5043,4090,2015-10-27,Running Forever,5000000,0,0,2010
5044,4947,2015-10-27,The Horror Network,1000000,0,0,2010
5045,1656,2015-10-30,Freaks of Nature,33000000,0,0,2010
5046,1924,2015-10-30,Our Brand is Crisis,28000000,8592432,7002261,2010
5047,2434,2015-10-30,Burnt,20000000,32632668,13651946,2010
5048,2509,2015-10-30,Regression,20000000,14883495,55039,2010
5049,2914,2015-10-30,Scout's Guide to the Zombie Apocalypse,15000000,14947243,3703046,2010
5050,3230,2015-10-30,Dancin' It's On,12000000,0,0,2010
5051,5103,2015-11-08,Alleluia! The Devil's Carnival,500000,0,0,2010
5052,5285,2015-11-08,The Brain That Sings,125000,0,0,2010
5053,2578,2015-11-09,The Perfect Guy,18000000,60264805,57017904,2010
5054,3961,2015-11-09,The Visit,5000000,98595211,65112020,2010
5055,4036,2015-11-09,90 Minutes in Heaven,5000000,4816142,4816142,2010
5056,3223,2015-11-11,10 Days in a Madhouse,12000000,14616,14616,2010
5057,361,2015-11-12,In the Heart of the Sea,100000000,90420758,25020758,2010
5058,880,2015-11-12,The Ridiculous 6,60000000,0,0,2010
5059,1888,2015-11-12,The Big Short,28000000,133162752,70259870,2010
5060,4433,2015-11-12,Close Range,3000000,0,0,2010
5061,4927,2015-11-12,American Hero,1000000,26,0,2010
5062,2116,2015-11-13,The 33,25000000,28400715,12227722,2010
5063,2489,2015-11-13,My All-American,20000000,2246000,2246000,2010
5064,2500,2015-11-13,By the Sea,20000000,3727746,538460,2010
5065,2597,2015-11-13,Love the Coopers,18000000,42167286,26302731,2010
5066,3562,2015-11-13,Heist,8900000,3324184,50136,2010
5067,118,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000,650523427,281723902,2010
5068,2051,2015-11-20,The Night Before,25000000,52427346,43035725,2010
5069,2143,2015-11-20,Legend,25000000,42642077,1872994,2010
5070,2404,2015-11-20,Secret in Their Eyes,20000000,30808558,20180155,2010
5071,3783,2015-11-20,Criminal Activities,7000000,103962,0,2010
5072,4754,2015-11-20,#Horror,1500000,0,0,2010
5073,5115,2015-11-20,Siakh lokhamim: ha'slilim ha'gnouzim,450000,42503,41260,2010
5074,65,2015-11-25,The Good Dinosaur,187500000,334342692,123087120,2010
5075,1417,2015-11-25,Victor Frankenstein,40000000,33175076,5775076,2010
5076,1478,2015-11-25,Creed,37000000,173567581,109767581,2010
5077,28,2015-12-06,Jurassic World,215000000,1671640593,652198010,2010
5078,3632,2015-12-06,Me and Earl and the Dying Girl,8000000,9266180,6758416,2010
5079,2,2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000,2058662225,936662225,2010
5080,411,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,249520430,85886987,2010
5081,1724,2015-12-18,Sisters,30000000,106030660,87044645,2010
5082,4949,2015-12-22,Por amor en el caserio,1000000,0,0,2010
5083,5327,2015-12-22,The Brain That Wouldn't Die,60000,0,0,2010
5084,360,2015-12-25,Point Break,100000000,128131571,28782481,2010
5085,765,2015-12-25,The Hateful Eight,62000000,145443360,54117416,2010
5086,819,2015-12-25,Joy,60000000,101134059,56451232,2010
5087,1007,2015-12-25,Daddy’s Home,50000000,238757137,150357137,2010
5088,1559,2015-12-25,Concussion,35000000,50363790,34531832,2010
5089,3638,2015-12-30,Anomalisa,8000000,5531455,3759286,2010
5090,556,2015-12-31,"Don Gato, el inicio de la pandilla",80000000,4547660,0,2010
5091,1271,2015-12-31,Pourquoi j'ai pas mangé mon père,42000000,182156,0,2010
5092,1435,2015-12-31,The Crow,40000000,0,0,2010
5093,1861,2015-12-31,Bilal,30000000,141661,0,2010
5094,2942,2015-12-31,Chiamatemi Francesco - Il papa della gente,15000000,3454036,0,2010
5095,3231,2015-12-31,San cheng ji,12000000,0,0,2010
5096,3671,2015-12-31,Henry Joseph Church,8000000,0,0,2010
5097,3781,2015-12-31,ГЕРОЙ,7000000,1391410,0,2010
5098,4087,2015-12-31,Aztec Warrior,5000000,0,0,2010
5099,4244,2015-12-31,The Veil,4000000,0,0,2010
5100,4424,2015-12-31,AWOL-72,3000000,0,0,2010
5101,4432,2015-12-31,Unnatural,3000000,0,0,2010
5102,4452,2015-12-31,Sardaar Ji,2700000,8200000,0,2010
5103,4625,2015-12-31,"To Be Frank, Sinatra at 100",2000000,926,0,2010
5104,4644,2015-12-31,Wind Walkers,2000000,0,0,2010
5105,4659,2015-12-31,Vaalu,1900000,12444,0,2010
5106,4763,2015-12-31,One Shot,1400000,0,0,2010
5107,4925,2015-12-31,Karachi se Lahore,1000000,17721,0,2010
5108,5042,2015-12-31,Julija in alfa Romeo,560000,8462,0,2010
5109,5107,2015-12-31,Rodeo Girl,500000,0,0,2010
5110,5180,2015-12-31,Walking to Paris,300000,0,0,2010
5111,5218,2015-12-31,Shooting the Warwicks,250000,0,0,2010
5112,5221,2015-12-31,4-Nov,250000,0,0,2010
5113,5267,2015-12-31,Lumea e a mea,168000,29827,0,2010
5114,5279,2015-12-31,Escaping the Holocost,150000,0,0,2010
5115,5286,2015-12-31,Romantic Schemer,125000,0,0,2010
5116,5310,2015-12-31,Lunchtime Heroes,100000,0,0,2010
5117,4946,2016-01-03,1982,1000000,0,0,2010
5118,3986,2016-01-04,God’s Not Dead 2,5000000,23565072,20773069,2010
5119,4961,2016-01-04,Meet the Blacks,900000,9097072,9097072,2010
5120,77,2016-01-07,The Legend of Tarzan,180000000,349143061,126643061,2010
5121,191,2016-01-07,The BFG,140000000,154110769,55483770,2010
5122,3308,2016-01-07,The Purge: Election Year,10000000,118557124,79042440,2010
5123,3014,2016-01-11,Reign of Assassins,14000000,11354230,0,2010
5124,1045,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000,69411370,52853219,2010
5125,1296,2016-01-15,Ride Along 2,40000000,124827316,90862685,2010
5126,2608,2016-01-15,Norm of the North,18000000,27392196,17062499,2010
5127,4522,2016-01-19,Eden,2300000,0,0,2010
5128,4541,2016-01-19,Sharkskin,2100000,0,0,2010
5129,905,2016-01-22,Zhuo yao ji,56000000,386096060,32766,2010
5130,1459,2016-01-22,The 5th Wave,38000000,110678636,34912982,2010
5131,1504,2016-01-22,Yip Man 3,36000000,156835197,2679437,2010
5132,3236,2016-01-22,Dirty Grandpa,11500000,99930262,35593113,2010
5133,3327,2016-01-22,The Boy,10000000,68220952,35819556,2010
5134,185,2016-01-29,Kung Fu Panda 3,140000000,518614384,143528619,2010
5135,674,2016-01-29,The Finest Hours,70000000,48197252,27569558,2010
5136,2145,2016-01-29,Jane Got a Gun,25000000,2976636,1513793,2010
5137,4014,2016-01-29,Fifty Shades of Black,5000000,20765353,11686940,2010
5138,4507,2016-02-02,The Rise of the Krays,2500000,0,0,2010
5139,2441,2016-02-09,The Light Between Oceans,20000000,19450780,12545979,2010
5140,3637,2016-02-09,Morgan,8000000,7315248,3915251,2010
5141,4076,2016-02-09,Yoga Hosers,5000000,2199,0,2010
5142,4506,2016-02-09,Antibirth,2500000,0,0,2010
5143,3528,2016-02-12,Jackie,9000000,25077411,13960394,2010
5144,772,2016-02-19,Mei Ren Yu,60720000,552198479,3229457,2010
5145,2359,2016-02-19,Risen,20000000,46164361,36880033,2010
5146,2653,2016-02-19,Forsaken,18000000,0,0,2010
5147,3991,2016-02-19,Race,5000000,22178125,19115191,2010
5148,4269,2016-02-19,The Witch,3500000,40454520,25138705,2010
5149,192,2016-02-26,Gods of Egypt,140000000,133553464,31153464,2010
5150,2212,2016-02-26,Eddie the Eagle,23000000,45121177,15789389,2010
5151,2440,2016-02-26,Triple 9,20000000,25943792,12639297,2010
5152,206,2016-03-06,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000,245623848,82051601,2010
5153,2336,2016-03-06,Me Before You,20000000,205445075,56245075,2010
5154,2454,2016-03-06,Popstar: Never Stop Never Stopping,20000000,9537120,9496130,2010
5155,4291,2016-03-06,Time to Choose,3500000,29233,29233,2010
5156,5265,2016-03-06,The Fits,170000,169242,166425,2010
5157,4089,2016-03-15,The Hatching,5000000,0,0,2010
5158,3035,2016-03-16,Miracles from Heaven,13000000,73798720,61705123,2010
5159,300,2016-03-18,The Divergent Series: Allegiant,110000000,171484051,66184051,2010
5160,2634,2016-03-18,Midnight Special,18000000,6841142,3712282,2010
5161,12,2016-03-25,Batman v Superman: Dawn of Justice,250000000,868160194,330360194,2010
5162,2577,2016-03-25,My Big Fat Greek Wedding 2,18000000,91651878,59689605,2010
5163,3416,2016-03-30,Everybody Wants Some,10000000,5437126,3400278,2010
5164,136,2016-04-03,Zootopia,150000000,1019922983,341268248,2010
5165,811,2016-04-03,London Has Fallen,60000000,193857962,62524260,2010
5166,1582,2016-04-03,Whiskey Tango Foxtrot,35000000,24915969,23083334,2010
5167,5035,2016-04-03,They Will Have to Kill Us First,600000,7943,0,2010
5168,108,2016-04-11,Doctor Strange,165000000,677541920,232641920,2010
5169,244,2016-04-11,Trolls,125000000,344780046,153707064,2010
5170,1317,2016-04-11,Hacksaw Ridge,40000000,158701644,67209615,2010
5171,83,2016-04-15,The Jungle Book,175000000,963901123,364001123,2010
5172,1692,2016-04-15,Criminal,31500000,38771262,14708696,2010
5173,2337,2016-04-15,Barbershop: The Next Cut,20000000,54404202,54030051,2010
5174,2649,2016-04-15,I Am Wrath,18000000,6784,0,2010
5175,4042,2016-04-15,Green Room,5000000,3807503,3220371,2010
5176,278,2016-04-22,The Huntsman: Winter’s War,115000000,165149302,48003015,2010
5177,4384,2016-04-22,Compadres,3000000,7445044,3127773,2010
5178,4728,2016-04-22,Unsullied,1500000,510957,510957,2010
5179,2458,2016-04-29,Ratchet and Clank,20000000,11813410,8813410,2010
5180,2861,2016-04-29,Keanu,15000000,20609977,20591853,2010
5181,5007,2016-05-01,Adulterers,750000,0,0,2010
5182,878,2016-05-02,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,194058503,709982,2010
5183,1920,2016-05-02,Pride and Prejudice and Zombies,28000000,16311335,10907291,2010
5184,2248,2016-05-02,"Hail, Caesar!",22000000,64171419,30080225,2010
5185,3285,2016-05-02,Misconduct,11000000,2124005,0,2010
5186,85,2016-05-08,Suicide Squad,175000000,746100054,325100054,2010
5187,3094,2016-05-08,Operation Chromite,12700000,49196532,1022720,2010
5188,1944,2016-05-13,Money Monster,27000000,93469699,41012075,2010
5189,4183,2016-05-13,The Darkness,4000000,10898293,10753574,2010
5190,619,2016-05-20,The Angry Birds Movie,73000000,352829528,107509366,2010
5191,1070,2016-05-20,The Nice Guys,50000000,57261763,36261763,2010
5192,1539,2016-05-20,Neighbors 2: Sorority Rising,35000000,108758521,55340730,2010
5193,5291,2016-05-24,Une Femme Mariée,120000,0,0,2010
5194,81,2016-05-27,X-Men: Apocalypse,178000000,542742489,155442489,2010
5195,106,2016-05-27,Alice Through the Looking Glass,170000000,277442381,77042381,2010
5196,11,2016-06-05,Captain America: Civil War,250000000,1151684349,408084349,2010
5197,3549,2016-06-05,Dheepan,9000000,7714549,248795,2010
5198,3672,2016-06-05,Code of Honor,8000000,0,0,2010
5199,3779,2016-06-12,Oddball,7000000,10237239,0,2010
5200,39,2016-06-17,Finding Dory,200000000,1022617376,486295561,2010
5201,1011,2016-06-17,Central Intelligence,50000000,217196811,127440871,2010
5202,113,2016-06-24,Independence Day: Resurgence,165000000,387644286,103144286,2010
5203,1095,2016-06-24,Free State of Jones,50000000,23152062,20810036,2010
5204,3039,2016-06-24,The Shallows,13000000,118888025,55121623,2010
5205,3691,2016-06-24,The Neon Demon,7500000,3559803,1333124,2010
5206,4373,2016-06-24,Swiss Army Man,3000000,5100863,4210454,2010
5207,4482,2016-06-24,Hunt for the Wilderpeople,2500000,23014021,5205471,2010
5208,2520,2016-06-30,Fight Valley,20000000,0,0,2010
5209,1174,2016-07-10,The Girl on the Train,45000000,170327930,75395035,2010
5210,3372,2016-07-10,The Birth of a Nation,10000000,16084310,15861566,2010
5211,3575,2016-07-10,Middle School: The Worst Years of My Life,8500000,23311425,20007149,2010
5212,1141,2016-07-13,The Infiltrator,47500000,18329653,15436808,2010
5213,179,2016-07-15,Ghostbusters,144000000,229034050,128350574,2010
5214,4008,2016-07-15,Hillary’s America: The Secret History of the Democratic Party,5000000,13099931,13099931,2010
5215,71,2016-07-22,Star Trek Beyond,185000000,336398312,158848340,2010
5216,316,2016-07-22,Ice Age: Collision Course,105000000,403841637,64063008,2010
5217,3960,2016-07-22,Lights Out,5000000,148868835,67268835,2010
5218,4372,2016-07-22,Don’t Think Twice,3000000,4417983,4417983,2010
5219,2354,2016-07-27,Nerve,20000000,61680792,38583626,2010
5220,256,2016-07-29,Jason Bourne,120000000,416197059,162192920,2010
5221,2317,2016-07-29,Bad Moms,20000000,181457297,113257297,2010
5222,201,2016-08-01,The Revenant,135000000,532950503,183637894,2010
5223,3348,2016-08-01,The Forest,10000000,40055439,26594261,2010
5224,4288,2016-08-01,The Masked Saint,3500000,182695,182695,2010
5225,1859,2016-08-03,Savva. Serdtse voyna,30000000,1769316,0,2010
5226,1866,2016-08-04,The Boss,29000000,78652395,63077560,2010
5227,4897,2016-08-04,The Invitation,1000000,354836,231738,2010
5228,572,2016-08-07,The Secret Life of Pets,75000000,875958307,368384330,2010
5229,1646,2016-08-07,Mike and Dave Need Wedding Dates,33000000,75909673,46009673,2010
5230,4645,2016-08-07,The Wrong Side of Right,2000000,0,0,2010
5231,380,2016-08-19,Ben-Hur,95000000,88725100,26410477,2010
5232,943,2016-08-19,Kubo and the Two Strings,55000000,74545591,48023088,2010
5233,1059,2016-08-19,War Dogs,50000000,83034523,43034523,2010
5234,2480,2016-08-26,Hands of Stone,20000000,4754517,4712792,2010
5235,3305,2016-08-26,Don’t Breathe,10000000,158185073,89217875,2010
5236,3542,2016-08-26,Greater,9000000,2000093,2000093,2010
5237,781,2016-09-09,Sully,60000000,238552082,125070033,2010
5238,3341,2016-09-09,When the Bough Breaks,10000000,30629507,29747603,2010
5239,3457,2016-09-09,Kicks,10000000,150191,150191,2010
5240,1187,2016-09-12,Office Christmas Party,45000000,91342494,54767494,2010
5241,2311,2016-09-12,La La Land,20000000,433574208,151101803,2010
5242,1093,2016-09-16,Snowden,50000000,34301950,21587519,2010
5243,1579,2016-09-16,Bridget Jones’s Baby,35000000,203555567,24139805,2010
5244,3356,2016-09-16,Blair Witch,10000000,37493221,20777061,2010
5245,410,2016-09-23,The Magnificent Seven,90000000,159762983,93427848,2010
5246,655,2016-09-23,Storks,70000000,174102281,72679278,2010
5247,3232,2016-09-23,The Dressmaker,11900000,24041617,2022115,2010
5248,127,2016-09-30,Deepwater Horizon,156000000,113611666,61433527,2010
5249,296,2016-09-30,Miss Peregrine’s Home for Peculiar Children,110000000,296642834,87242834,2010
5250,125,2016-10-06,Warcraft,160000000,433125655,47225655,2010
5251,421,2016-10-06,Now You See Me 2,90000000,328675540,65075540,2010
5252,1290,2016-10-06,The Conjuring 2: The Enfield Poltergeist,40000000,311270008,102470008,2010
5253,2709,2016-10-06,Genius,17000000,5653176,1361045,2010
5254,1301,2016-10-14,The Accountant,40000000,153060045,86260045,2010
5255,3353,2016-10-14,Kevin Hart: What Now?,10000000,23591043,23591043,2010
5256,4536,2016-10-16,Mi America,2100000,3330,3330,2010
5257,816,2016-10-21,Jack Reacher: Never Go Back,60000000,160038407,58697076,2010
5258,2326,2016-10-21,Tyler Perry’s Boo! A Madea Halloween,20000000,73206343,73206343,2010
5259,3517,2016-10-21,Ouija: Origin of Evil,9000000,81831866,35144505,2010
5260,4707,2016-10-21,Moonlight,1500000,55800987,27854931,2010
5261,4723,2016-10-21,I’m Not Ashamed,1500000,2082980,2082980,2010
5262,608,2016-10-28,Inferno,75000000,219572877,34355263,2010
5263,1615,2016-11-03,The Brothers Grimsby,35000000,28721408,6864016,2010
5264,2714,2016-11-03,The Young Messiah,16800000,7313697,6469813,2010
5265,3060,2016-11-03,Eye in the Sky,13000000,34916128,18704596,2010
5266,3959,2016-11-03,10 Cloverfield Lane,5000000,108286422,72082999,2010
5267,4021,2016-11-03,The Perfect Match,5000000,9669521,9669521,2010
5268,4906,2016-11-03,Creative Control,1000000,63014,63014,2010
5269,1143,2016-11-11,Arrival,47000000,203178872,100546139,2010
5270,1423,2016-11-11,Billy Lynn’s Long Halftime Walk,40000000,25863458,1738477,2010
5271,1433,2016-11-11,USS Indianapolis: Men of Courage,40000000,1079040,0,2010
5272,2680,2016-11-11,Almost Christmas,17000000,42141196,42065185,2010
5273,3401,2016-11-11,Shut In,10000000,8457974,6900335,2010
5274,74,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,803798342,234037575,2010
5275,2229,2016-11-18,Nocturnal Animals,22500000,30719170,10663357,2010
5276,2519,2016-11-18,The History of Love,20000000,0,0,2010
5277,2761,2016-11-18,Bleed for This,16000000,6248077,5083906,2010
5278,3527,2016-11-18,The Edge of Seventeen,9000000,18802255,14431633,2010
5279,3567,2016-11-18,Manchester by the Sea,8500000,75740479,47695371,2010
